sentence,label,cleaned title,docs,entities
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar .",1,"the scheme for teliasonera and altimo is practically identical , except that it involves the merger of their stakes in vimpelcom and kyivstar .","['scheme', 'teliasonera', 'altimo', 'practically', 'identical', 'involve', 'merger', 'stake', 'vimpelcom', 'kyivstar']",scheme teliasonera altimo practically identical involve merger stake vimpelcom kyivstar
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,1,the share subscription period for c options will commence on 1 september 2008 and expire on 31 march 2011 .,"['share', 'subscription', 'period', 'c', 'option', 'commence', '1', 'september', '2008', 'expire', '31', 'march', '2011']",share subscription period c option commence 1 september 2008 expire 31 march 2011
The share subscription period will expire on 30 September 2007 .,1,the share subscription period will expire on 30 september 2007 .,"['share', 'subscription', 'period', 'expire', '30', 'september', '2007']",share subscription period expire 30 september 2007
The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007 .,1,the subscription period of amer sports ' 2002 warrant scheme will end on 31 december 2007 .,"['subscription', 'period', 'amer', 'sport', '2002', 'warrant', 'scheme', 'end', '31', 'december', '2007']",subscription period amer sport 2002 warrant scheme end 31 december 2007
The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .,1,the terms and conditions of stock option scheme 2004 are available on the group 's website .,"['term', 'condition', 'stock', 'option', 'scheme', '2004', 'available', 'group', 'website']",term condition stock option scheme 2004 available group website
The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .,1,the transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .,"['transaction', 'include', 'transfer', 'lease', 'agreement', 'concern', 'manufacturing', 'premise', 'employment', 'agreement', 'relate', 'operation']",transaction include transfer lease agreement concern manufacturing premise employment agreement relate operation
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",1,"the utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .","['utility', 'provide', 'service', 'relate', 'electricity', 'management', 'hedge', 'trade', 'risk', 'management', 'reporting']",utility provide service relate electricity management hedge trade risk management reporting
They are also upset that some of the machinery and work is taken over to Poland .,0,they are also upset that some of the machinery and work is taken over to poland .,"['upset', 'machinery', 'work', 'poland']",upset machinery work poland
This is due to the postponement of the decision-making of projects in the negotiation phase from the earlier estimation .,1,this is due to the postponement of the decision-making of projects in the negotiation phase from the earlier estimation .,"['postponement', 'decision', 'making', 'project', 'negotiation', 'phase', 'early', 'estimation']",postponement decision making project negotiation phase early estimation
"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period .",0,"tornio works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in april-october period .","['tornio', 'work', 'employ', '2,300', '1,800', 'scope', 'fix', 'period', 'time', 'temporary', 'layoff', 'april', 'october', 'period']","tornio work employ 2,300 1,800 scope fix period time temporary layoff april october period"
"When cruising , the revs fall as less engine output is required .",1,"when cruising , the revs fall as less engine output is required .","['cruise', 'revs', 'fall', 'engine', 'output', 'require']",cruise revs fall engine output require
Viking Line has canceled some services .,0,viking line has canceled some services .,"['vike', 'line', 'cancel', 'service']",vike line cancel service
"Z. Bavelloni 's long-standing MD , Dino Bavelloni , has retired at the end of 2005 .",1,"z. bavelloni 's long-standing md , dino bavelloni , has retired at the end of 2005 .","['z.', 'bavelloni', 'long', 'stand', 'md', 'dino', 'bavelloni', 'retire', 'end', '2005']",z. bavelloni long stand md dino bavelloni retire end 2005
"`` I 'm trying to deal with slavery from a different perspective to balance the story , '' says DeRamus , formerly a writer at the Detroit Free Press and the Detroit News .",1,"`` i 'm trying to deal with slavery from a different perspective to balance the story , '' says deramus , formerly a writer at the detroit free press and the detroit news .","['`', '`', 'I', 'm', 'try', 'deal', 'slavery', 'different', 'perspective', 'balance', 'story', 'deramus', 'writer', 'detroit', 'free', 'press', 'detroit', 'news']",` ` I m try deal slavery different perspective balance story deramus writer detroit free press detroit news
"`` Soon after , the collisions started . ''",1,"`` soon after , the collisions started . ''","['`', '`', 'soon', 'collision', 'start']",` ` soon collision start
"`` The biggest challenge was to make the piece look raw , '' Hansen said .",1,"`` the biggest challenge was to make the piece look raw , '' hansen said .","['`', '`', 'big', 'challenge', 'piece', 'look', 'raw', 'hansen']",` ` big challenge piece look raw hansen
"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith .",0,"`` there 's the issue of thieves stealing them from building sites , '' said mr smith .","['`', '`', 'issue', 'thief', 'steal', 'build', 'site', 'mr', 'smith']",` ` issue thief steal build site mr smith
"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 .",1,"`` we have a license agreement with nokia corp. which in part expires on april 9 , 2007 .","['`', '`', 'license', 'agreement', 'nokia', 'corp', 'expire', 'april', '9', '2007']",` ` license agreement nokia corp expire april 9 2007
30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .,0,30 november 2009 - finnish office furniture maker martela oyj hel  maras said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .,"['30', 'november', '2009', 'finnish', 'office', 'furniture', 'maker', 'martela', 'oyj', 'hel', ' ', 'mara', 'today', 'redundant', 'people', 'lay', 'permanently', 'company', 'office', 'staff', 'factory', 'worker']",30 november 2009 finnish office furniture maker martela oyj hel   mara today redundant people lay permanently company office staff factory worker
4 January 2011 - Finnish media company Alma Media Corporation HEL : ALN1V said today its online recruitment service Monster Oy will partner with local newspaper publisher Suomen Lehtiyhtyma in listing job advertisements .,1,4 january 2011 - finnish media company alma media corporation hel  aln1v said today its online recruitment service monster oy will partner with local newspaper publisher suomen lehtiyhtyma in listing job advertisements .,"['4', 'january', '2011', 'finnish', 'medium', 'company', 'alma', 'medium', 'corporation', 'hel', ' ', 'aln1v', 'today', 'online', 'recruitment', 'service', 'monster', 'oy', 'partner', 'local', 'newspaper', 'publisher', 'suoman', 'lehtiyhtyma', 'list', 'job', 'advertisement']",4 january 2011 finnish medium company alma medium corporation hel   aln1v today online recruitment service monster oy partner local newspaper publisher suoman lehtiyhtyma list job advertisement
A 2001 agreement expired earlier this month .,1,a 2001 agreement expired earlier this month .,"['2001', 'agreement', 'expire', 'early', 'month']",2001 agreement expire early month
"A few months ago , Teva vice chairman Phillip Frost and Marathon Venture Capital Fund TASE : MARA sold Protalix shares .",1,"a few months ago , teva vice chairman phillip frost and marathon venture capital fund tase  mara sold protalix shares .","['month', 'ago', 'teva', 'vice', 'chairman', 'phillip', 'frost', 'marathon', 'venture', 'capital', 'fund', 'tase', ' ', 'mara', 'sell', 'protalix', 'share']",month ago teva vice chairman phillip frost marathon venture capital fund tase   mara sell protalix share
"After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares .",1,"after the split , the company would have 26,885,540 series a shares and 9,540,000 series k shares .","['split', 'company', '26,885,540', 'serie', 'share', '9,540,000', 'series', 'k', 'share']","split company 26,885,540 serie share 9,540,000 series k share"
"After the transaction , Herttaassa 's holding in Alma Media has fallen below the flagging limit of 5 % .",1,"after the transaction , herttaassa 's holding in alma media has fallen below the flagging limit of 5 % .","['transaction', 'herttaassa', 'hold', 'alma', 'medium', 'fall', 'flag', 'limit', '5']",transaction herttaassa hold alma medium fall flag limit 5
And Ogden reportedly will shell out $ 4.2 million .,1,and ogden reportedly will shell out $ 4.2 million .,"['ogden', 'reportedly', 'shell', '$', '4.2', 'million']",ogden reportedly shell $ 4.2 million
"At 3:37 p.m. Eastern time , a block of 2,400 contracts changed hands at a bid price of $ 0.45 .",1,"at 337 p.m. eastern time , a block of 2,400 contracts changed hands at a bid price of $ 0.45 .","['337', 'p.m.', 'eastern', 'time', 'block', '2,400', 'contract', 'change', 'hand', 'bid', 'price', '$', '0.45']","337 p.m. eastern time block 2,400 contract change hand bid price $ 0.45"
"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .",0,"belarus oao lidskoe pivo brewery , based in the grodno region , reported a 1.1 % decrease in output to 1.045 million decaliters in january-march 2010 , a representative in the administration of the company told .","['belarus', 'oao', 'lidskoe', 'pivo', 'brewery', 'base', 'grodno', 'region', 'report', '1.1', 'decrease', 'output', '1.045', 'million', 'decaliter', 'january', 'march', '2010', 'representative', 'administration', 'company', 'tell']",belarus oao lidskoe pivo brewery base grodno region report 1.1 decrease output 1.045 million decaliter january march 2010 representative administration company tell
"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market .",1,"boomeranger boats oy specialises in boat building and designs , manufactures and sells customised rigid inflatable boats rib primarily for the baltic sea market .","['boomeranger', 'boat', 'oy', 'specialise', 'boat', 'building', 'design', 'manufacture', 'sell', 'customise', 'rigid', 'inflatable', 'boat', 'rib', 'primarily', 'baltic', 'sea', 'market']",boomeranger boat oy specialise boat building design manufacture sell customise rigid inflatable boat rib primarily baltic sea market
"Cramo 's manager Jarmo Laasanen said hiring of equipment and machinery in Lithuania differs from the other Baltic countries in that in Lithuania still many public structures such as roads , bridges , airports and shops are being built .",1,"cramo 's manager jarmo laasanen said hiring of equipment and machinery in lithuania differs from the other baltic countries in that in lithuania still many public structures such as roads , bridges , airports and shops are being built .","['cramo', 'manager', 'jarmo', 'laasanen', 'hire', 'equipment', 'machinery', 'lithuania', 'differ', 'baltic', 'country', 'lithuania', 'public', 'structure', 'road', 'bridge', 'airport', 'shop', 'build']",cramo manager jarmo laasanen hire equipment machinery lithuania differ baltic country lithuania public structure road bridge airport shop build
Currently the quarterly applied surcharges differ significantly from the actual market prices .,1,currently the quarterly applied surcharges differ significantly from the actual market prices .,"['currently', 'quarterly', 'apply', 'surcharge', 'differ', 'significantly', 'actual', 'market', 'price']",currently quarterly apply surcharge differ significantly actual market price
Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .,1,filmiteollisuus fine ab will be transferred to talentum oyj in the form of a subsidiary .,"['filmiteollisuus', 'fine', 'ab', 'transfer', 'talentum', 'oyj', 'form', 'subsidiary']",filmiteollisuus fine ab transfer talentum oyj form subsidiary
Finnish bank Alandsbanken said Monday it will buy the Swedish operations of Iceland 's troubled Kaupthing Bank for 414 million kronor $ 49.5 million in cash .,1,finnish bank alandsbanken said monday it will buy the swedish operations of iceland 's troubled kaupthing bank for 414 million kronor $ 49.5 million in cash .,"['finnish', 'bank', 'alandsbanken', 'monday', 'buy', 'swedish', 'operation', 'iceland', 'troubled', 'kaupthing', 'bank', '414', 'million', 'kronor', '$', '49.5', 'million', 'cash']",finnish bank alandsbanken monday buy swedish operation iceland troubled kaupthing bank 414 million kronor $ 49.5 million cash
Fortum also has a blocking stake in Northwestern TGK-1 .,1,fortum also has a blocking stake in northwestern tgk-1 .,"['fortum', 'block', 'stake', 'northwestern', 'tgk-1']",fortum block stake northwestern tgk-1
"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson .",1,"helsinki afx - salcomp , the mobile phone charger manufacturer , said it has appointed markku hangasjarvi as its new ceo , following the resignation of mats eriksson .","['helsinki', 'afx', 'salcomp', 'mobile', 'phone', 'charger', 'manufacturer', 'appoint', 'markku', 'hangasjarvi', 'new', 'ceo', 'follow', 'resignation', 'mats', 'eriksson']",helsinki afx salcomp mobile phone charger manufacturer appoint markku hangasjarvi new ceo follow resignation mats eriksson
"HK Ruokatalo produces many turkey products , such as cold cuts .",1,"hk ruokatalo produces many turkey products , such as cold cuts .","['hk', 'ruokatalo', 'produce', 'turkey', 'product', 'cold', 'cut']",hk ruokatalo produce turkey product cold cut
"However , the brokers ' ratings on the stock differ .",1,"however , the brokers ' ratings on the stock differ .","['broker', 'rating', 'stock', 'differ']",broker rating stock differ
"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",0,"in a media advisory , the ntsb said that after subsequent testing , `` the train detection system intermittently failed . ''","['medium', 'advisory', 'ntsb', 'subsequent', 'testing', '`', '`', 'train', 'detection', 'system', 'intermittently', 'fail']",medium advisory ntsb subsequent testing ` ` train detection system intermittently fail
"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households .",0,"in finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households .","['finland', 'snow', 'storm', 'bring', 'tree', 'power', 'line', 'cut', 'electricity', '2,000', 'household']","finland snow storm bring tree power line cut electricity 2,000 household"
"In the spring 2006 , a total of 386,530 Stock Options 2002 B were annulled .",1,"in the spring 2006 , a total of 386,530 stock options 2002 b were annulled .","['spring', '2006', 'total', '386,530', 'stock', 'option', '2002', 'b', 'annul']","spring 2006 total 386,530 stock option 2002 b annul"
"Juhani J+ñrvi , Corporate Executive Vice President of Kesko , says the Russian food retail sector is fragmented .",1,"juhani j+ñrvi , corporate executive vice president of kesko , says the russian food retail sector is fragmented .","['juhani', 'j+ñrvi', 'corporate', 'executive', 'vice', 'president', 'kesko', 'russian', 'food', 'retail', 'sector', 'fragment']",juhani j+ñrvi corporate executive vice president kesko russian food retail sector fragment
Metso estimates the need for personnel reductions to amount to 25 people .,0,metso estimates the need for personnel reductions to amount to 25 people .,"['metso', 'estimate', 'need', 'personnel', 'reduction', '25', 'people']",metso estimate need personnel reduction 25 people
"Motorola , the world 's second-largest maker of cell phones , unveiled the new phone Tuesday in a bid to resurrect its ailing handset business .",1,"motorola , the world 's second-largest maker of cell phones , unveiled the new phone tuesday in a bid to resurrect its ailing handset business .","['motorola', 'world', 'second', 'large', 'maker', 'cell', 'phone', 'unveil', 'new', 'phone', 'tuesday', 'bid', 'resurrect', 'ail', 'handset', 'business']",motorola world second large maker cell phone unveil new phone tuesday bid resurrect ail handset business
Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing .,1,mursula said they tried to gather macro-economic perspective to see how malaysia was doing .,"['mursula', 'try', 'gather', 'macro', 'economic', 'perspective', 'malaysia']",mursula try gather macro economic perspective malaysia
Niklas Skogster has been employed by the ABB Group in various positions concerning the development of operations .,1,niklas skogster has been employed by the abb group in various positions concerning the development of operations .,"['niklas', 'skogster', 'employ', 'abb', 'group', 'position', 'concern', 'development', 'operation']",niklas skogster employ abb group position concern development operation
"Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur .",0,"paper companies were in negative territories , with stora enso r shedding 1.62 pct to 12.73 eur , upm-kymmene down 0.80 pct at 18.64 eur and m-real b 0.18 pct lower at 5.57 eur .","['paper', 'company', 'negative', 'territory', 'stora', 'enso', 'r', 'shed', '1.62', 'pct', '12.73', 'eur', 'upm', 'kymmene', '0.80', 'pct', '18.64', 'eur', 'm', 'real', 'b', '0.18', 'pct', 'low', '5.57', 'eur']",paper company negative territory stora enso r shed 1.62 pct 12.73 eur upm kymmene 0.80 pct 18.64 eur m real b 0.18 pct low 5.57 eur
Rautaruukki aims to find work from the group 's other locations for those who have been made redundant .,1,rautaruukki aims to find work from the group 's other locations for those who have been made redundant .,"['rautaruukki', 'aim', 'find', 'work', 'group', 'location', 'redundant']",rautaruukki aim find work group location redundant
The beers differ slightly from mainstream beers .,1,the beers differ slightly from mainstream beers .,"['beer', 'differ', 'slightly', 'mainstream', 'beer']",beer differ slightly mainstream beer
"The company operates a U.S. division in Lisle , Ill. .",1,"the company operates a u.s. division in lisle , ill. .","['company', 'operate', 'u.s', 'division', 'lisle', 'ill']",company operate u.s division lisle ill
"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , from where they will be delivered to VR for welding and assembly .",1,"the contract also includes cutting and edging wagon parts at ruukki 's steel service centres in seinajoki and raahe , from where they will be delivered to vr for welding and assembly .","['contract', 'include', 'cut', 'edge', 'wagon', 'ruukki', 'steel', 'service', 'centre', 'seinajoki', 'raahe', 'deliver', 'vr', 'welding', 'assembly']",contract include cut edge wagon ruukki steel service centre seinajoki raahe deliver vr welding assembly
The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,0,the current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,"['current', 'reference', 'grade', 'instrument', 'challenge', 'operate', 'high', 'price', 'complexity', 'routine', 'use']",current reference grade instrument challenge operate high price complexity routine use
"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa .",1,"the deal covers stockmann auto oy ab 's sales and after-sales services concerning volkswagen and audi in helsinki , espoo and vantaa .","['deal', 'cover', 'stockmann', 'auto', 'oy', 'ab', 'sale', 'sale', 'service', 'concern', 'volkswagen', 'audi', 'helsinki', 'espoo', 'vantaa']",deal cover stockmann auto oy ab sale sale service concern volkswagen audi helsinki espoo vantaa
The difference can be explained by the fact that two shipping companies have stopped operating in the Gulf of Finland .,1,the difference can be explained by the fact that two shipping companies have stopped operating in the gulf of finland .,"['difference', 'explain', 'fact', 'shipping', 'company', 'stop', 'operate', 'gulf', 'finland']",difference explain fact shipping company stop operate gulf finland
The dual-fuel engines of the vessel can operate on liquefied natural gas LNG with low emissions .,1,the dual-fuel engines of the vessel can operate on liquefied natural gas lng with low emissions .,"['dual', 'fuel', 'engine', 'vessel', 'operate', 'liquefy', 'natural', 'gas', 'lng', 'low', 'emission']",dual fuel engine vessel operate liquefy natural gas lng low emission
The emerging markets that Raisio has chosen to enter so far are marked by relatively low per capita food consumption .,1,the emerging markets that raisio has chosen to enter so far are marked by relatively low per capita food consumption .,"['emerge', 'market', 'raisio', 'choose', 'enter', 'far', 'mark', 'relatively', 'low', 'capita', 'food', 'consumption']",emerge market raisio choose enter far mark relatively low capita food consumption
"The employer , together with health personnel , supports quitting and pays part of the cost of nicotine treatments .",1,"the employer , together with health personnel , supports quitting and pays part of the cost of nicotine treatments .","['employer', 'health', 'personnel', 'support', 'quit', 'pay', 'cost', 'nicotine', 'treatment']",employer health personnel support quit pay cost nicotine treatment
"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 .",1,"the equipment is designated to bollore africa logistics terminal societe d'exploitation du terminal de vridi setv in abidjan , ivory coast and the delivery is scheduled to start in march 2010 .","['equipment', 'designate', 'bollore', 'africa', 'logistics', 'terminal', 'societe', ""d'exploitation"", 'du', 'terminal', 'de', 'vridi', 'setv', 'abidjan', 'ivory', 'coast', 'delivery', 'schedule', 'start', 'march', '2010']",equipment designate bollore africa logistics terminal societe d'exploitation du terminal de vridi setv abidjan ivory coast delivery schedule start march 2010
"The evidentiary hearing in the Investigation is scheduled for April 21 - May 1 , 2008 .",1,"the evidentiary hearing in the investigation is scheduled for april 21 - may 1 , 2008 .","['evidentiary', 'hearing', 'investigation', 'schedule', 'april', '21', '1', '2008']",evidentiary hearing investigation schedule april 21 1 2008
"The floor area of the Yliopistonrinne project will be 7,900 sq m and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",1,"the floor area of the yliopistonrinne project will be 7,900 sq m and the building 's gross area will total 12,800 sq m. a total 25.1 % of the facilities have been let .","['floor', 'area', 'yliopistonrinne', 'project', '7,900', 'sq', 'm', 'building', 'gross', 'area', 'total', '12,800', 'sq', 'm.', 'total', '25.1', 'facility', 'let']","floor area yliopistonrinne project 7,900 sq m building gross area total 12,800 sq m. total 25.1 facility let"
"The floor area of the Yliopistonrinne project will be 7,900 sq m 85,030 sq ft and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",1,"the floor area of the yliopistonrinne project will be 7,900 sq m 85,030 sq ft and the building 's gross area will total 12,800 sq m. a total 25.1 % of the facilities have been let .","['floor', 'area', 'yliopistonrinne', 'project', '7,900', 'sq', 'm', '85,030', 'sq', 'ft', 'building', 'gross', 'area', 'total', '12,800', 'sq', 'm.', 'total', '25.1', 'facility', 'let']","floor area yliopistonrinne project 7,900 sq m 85,030 sq ft building gross area total 12,800 sq m. total 25.1 facility let"
The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .,1,the measures result from the statutory joint negotiations with employees which started in february and concerned all operations in the country .,"['measure', 'result', 'statutory', 'joint', 'negotiation', 'employee', 'start', 'february', 'concern', 'operation', 'country']",measure result statutory joint negotiation employee start february concern operation country
"The NTSB said investigators are set to conduct sight distance tests on July 18 , using trains similar to those involved in the accident .",1,"the ntsb said investigators are set to conduct sight distance tests on july 18 , using trains similar to those involved in the accident .","['ntsb', 'investigator', 'set', 'conduct', 'sight', 'distance', 'test', 'july', '18', 'use', 'train', 'similar', 'involve', 'accident']",ntsb investigator set conduct sight distance test july 18 use train similar involve accident
"The pine oil project is related to the upgrade of the chemical recovery plant of UPM at its pulp mill in Kymi , southern Finland .",1,"the pine oil project is related to the upgrade of the chemical recovery plant of upm at its pulp mill in kymi , southern finland .","['pine', 'oil', 'project', 'relate', 'upgrade', 'chemical', 'recovery', 'plant', 'upm', 'pulp', 'mill', 'kymi', 'southern', 'finland']",pine oil project relate upgrade chemical recovery plant upm pulp mill kymi southern finland
"The product range includes marinated olives , cold cuts , and pates , for example .",1,"the product range includes marinated olives , cold cuts , and pates , for example .","['product', 'range', 'include', 'marinated', 'olive', 'cold', 'cut', 'pate', 'example']",product range include marinated olive cold cut pate example
The statutory negotiations at headquarters are part of this decrease .,1,the statutory negotiations at headquarters are part of this decrease .,"['statutory', 'negotiation', 'headquarter', 'decrease']",statutory negotiation headquarter decrease
The terms and conditions of the year 2003 stock option scheme were published in a stock exchange release on 31 March 2003 .,1,the terms and conditions of the year 2003 stock option scheme were published in a stock exchange release on 31 march 2003 .,"['term', 'condition', 'year', '2003', 'stock', 'option', 'scheme', 'publish', 'stock', 'exchange', 'release', '31', 'march', '2003']",term condition year 2003 stock option scheme publish stock exchange release 31 march 2003
These restrictions do not apply to statutory dividends .,1,these restrictions do not apply to statutory dividends .,"['restriction', 'apply', 'statutory', 'dividend']",restriction apply statutory dividend
"This action follows personnel negotiations concerning Elcoteq SE , Finnish Branch , Elcoteq Finland Oy and Elcoteq Design Center Oy .",1,"this action follows personnel negotiations concerning elcoteq se , finnish branch , elcoteq finland oy and elcoteq design center oy .","['action', 'follow', 'personnel', 'negotiation', 'concern', 'elcoteq', 'se', 'finnish', 'branch', 'elcoteq', 'finland', 'oy', 'elcoteq', 'design', 'center', 'oy']",action follow personnel negotiation concern elcoteq se finnish branch elcoteq finland oy elcoteq design center oy
"Unbelievably , the company that makes them - Fiskars Corporation - was formed in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to establish a blast furnace and forging operation in the small Finnish village of Fiskars .",1,"unbelievably , the company that makes them - fiskars corporation - was formed in 1649 when a dutch merchant named peter thorwoste was given a charter to establish a blast furnace and forging operation in the small finnish village of fiskars .","['unbelievably', 'company', 'fiskar', 'corporation', 'form', '1649', 'dutch', 'merchant', 'peter', 'thorwoste', 'charter', 'establish', 'blast', 'furnace', 'forge', 'operation', 'small', 'finnish', 'village', 'fiskar']",unbelievably company fiskar corporation form 1649 dutch merchant peter thorwoste charter establish blast furnace forge operation small finnish village fiskar
"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .",0,"we have also cut our price projections for paper and packaging , '' an analyst with goldman sachs said on a note on monday .","['cut', 'price', 'projection', 'paper', 'packaging', 'analyst', 'goldman', 'sach', 'note', 'monday']",cut price projection paper packaging analyst goldman sach note monday
Why put up costly cell phone towers in thinly populated areas when a few balloons would do ?,1,why put up costly cell phone towers in thinly populated areas when a few balloons would do ?,"['costly', 'cell', 'phone', 'tower', 'thinly', 'populated', 'area', 'balloon']",costly cell phone tower thinly populated area balloon
Yakima created the position for him after emerging from economic downturns of its own .,1,yakima created the position for him after emerging from economic downturns of its own .,"['yakima', 'create', 'position', 'emerge', 'economic', 'downturn']",yakima create position emerge economic downturn
"zip , '' experts warned Tuesday .",1,"zip , '' experts warned tuesday .","['zip', 'expert', 'warn', 'tuesday']",zip expert warn tuesday
"This one was at one time targeted for June 5 , but if we had to guess , it 's been pushed back -- maybe we 're crazy , but we feel like it has n't leaked enough to meet that date at this point .",1,"this one was at one time targeted for june 5 , but if we had to guess , it 's been pushed back -- maybe we 're crazy , but we feel like it has n't leaked enough to meet that date at this point .","['time', 'target', 'june', '5', 'guess', 'push', 'maybe', 'crazy', 'feel', 'like', 'leak', 'meet', 'date', 'point']",time target june 5 guess push maybe crazy feel like leak meet date point
Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready .,0,border guard service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the russian port as the border checkpoint is not yet ready .,"['border', 'guard', 'service', 'ban', 'mooring', 'company', 'car', 'shipping', 'ferry', 'test', 'travel', 'railroad', 'car', 'terminal', 'russian', 'port', 'border', 'checkpoint', 'ready']",border guard service ban mooring company car shipping ferry test travel railroad car terminal russian port border checkpoint ready
`` Those uncertainties cloud the long-term outlook . '',0,`` those uncertainties cloud the long-term outlook . '',"['`', '`', 'uncertainty', 'cloud', 'long', 'term', 'outlook']",` ` uncertainty cloud long term outlook
"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .",0,"20 october 2010 - finnish environmental management company lassila & tikanoja oyj hel  lat1v , or l&t , said monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .","['20', 'october', '2010', 'finnish', 'environmental', 'management', 'company', 'lassila', 'tikanoja', 'oyj', 'hel', ' ', 'lat1v', 'l&t', 'monday', 'expect', 'operating', 'profit', 'exclude', 'non', 'recurring', 'item', '2010', 'slightly', 'low', '2009']",20 october 2010 finnish environmental management company lassila tikanoja oyj hel   lat1v l&t monday expect operating profit exclude non recurring item 2010 slightly low 2009
"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition .",0,"according to finnish petrol station chain st1 's managing director kim wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition .","['accord', 'finnish', 'petrol', 'station', 'chain', 'st1', 'manage', 'director', 'kim', 'wiio', 'company', 'force', 'purchase', 'rise', 'price', 'half', '2008', 'consumer', 'price', 'daily', 'competition']",accord finnish petrol station chain st1 manage director kim wiio company force purchase rise price half 2008 consumer price daily competition
"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .",0,"according to the latvian business register , uponor latvia closed in red with lvl 99,000 eur 139,538.17 usd 194,556.48 on turnover of lvl 2.346 mn for 2009 .","['accord', 'latvian', 'business', 'register', 'uponor', 'latvia', 'close', 'red', 'lvl', '99,000', 'eur', '139,538.17', 'usd', '194,556.48', 'turnover', 'lvl', '2.346', 'mn', '2009']","accord latvian business register uponor latvia close red lvl 99,000 eur 139,538.17 usd 194,556.48 turnover lvl 2.346 mn 2009"
"Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .",0,"dolce & gabbana has asked the european union to declare marimekko corporation 's `` unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .","['dolce', 'gabbana', 'ask', 'european', 'union', 'declare', 'marimekko', 'corporation', '`', '`', 'unikko', 'floral', 'pattern', 'trademark', 'invalid', 'continue', 'dispute', 'company']",dolce gabbana ask european union declare marimekko corporation ` ` unikko floral pattern trademark invalid continue dispute company
