entities,label
ixono finance acquisition mln euro mln loan,1
kauko telko centralized administration dissolve appropriate transfer operating activity group administration end year,1
kemira organization comprise approximately people company,1
latin america currently account approximately sale tecnotree company president ceo eero mertano recently tell bnamericas,1
lcs service cover life cycle software information system process modelling tailor software development host service solution management maintenance support,1
lieksaare early regard control saarelainen individual shareholder shareholder agreement,1
liquid handling product include electronic mechanical pipette disposable tip pipette maintenance calibration service research institution healthcare industrial laboratory,1
adpnew dec norwegian financial service group sparebank gruppen osl sbgrp board director appoint today jarle haug manage director claim collection subsidiary sparebank gruppen finan,1
marathon estimate value remain stake protalix million,1
marimekko consider measure matter,1
metsaliitto sell million share neomarkka accounting pct neomarkka equity pct voting right,1
raw material come europe pay euro dollar sale place ruble,1
motorola account percent south korean handset market end april samsung hold percent electronics percent accord korea base atlas research group,1
motorola inc united states come second shipment million unit percent market share follow south korea samsung electronics shipment million unit percent share,1
jortikka president base metal division outotec oyj finland executive committee outotec,1
vasantha appoint manage director incap contract manufacturing services pvt ltd,1
doring eaton act business unit manager eaton power control business unit january,1
koistinen join nokia siemens network hold senior sale management business development position,1
mcdonald start evening set feature hit solo career doobie brother year selection cover song meet mixed result,1
change regard virala ownership share tiimari place,1
financial detail deployment disclose,1
financial pricing detail disclose,1
planned closing date provide,1
service pricing detail disclose,1
nordea bank publ hold alma media share represent share capital voting right,1
nordstjernan use option buy stake salcomp share vote,1
viro operate process facility independently partnership municipality,1
okmetic close plant espoo early production line site okmetic plant vantaa finland texas usa,1
preliminary estimate hotel operate brand novotel,1
operate profit operation finland period review total eur remain level,1
customer include company energy process industry sector particular,1
key geographical market europe russian federation middle east south africa japan,1
outotec delivery cover engineering supply construction circulate fluid bed calcination plant capacity ton alumina day,1
panostaja pct share capital voting right suoman helasto share follow exchange share carry,1
payment acquire share cash price share eur plus administration fee,1
pharmaceutical market czech republic global research datum service publish recently market analysis pharmaceutical market czech republic,1
pharmaceutical market italy global research datum service publish recently market analysis pharmaceutical market italy,1
previously company expect financial performance remain level,1
profit taxis total eur,1
qpr processguide available system solution centralized storage management process content standalone desktop version qpr processguide xpress,1
quartal share satama interactive plc represent cent share capital voting right,1
renesas mobile europe ltd approximately employee oulu,1
rihko start manage raisio benecol business summer head tobacco company altadis european operation,1
rohwedder group automotive supply telecommunication electronic industry provider customer europe north america asia,1
rsa share close time press,1
rubin expect capman announce additional transaction,1
russia video international group hold control stake russian medium venture,1
registration share subscribe direct share issue new number panostaja share voting right,1
stora enso business north america annual capacity million ton employ people,1
stora enso receive pct equity interest combined company,1
stora release fourth quarter year earning feb,1
storengy gdf suez company dedicate underground storage natural gas,1
tekla group net sale approximately million euro operate result million euro,1
address happen house italian megamart eataly mean come kid toy building,1
expo signature dongguan support dongguan municipal government year feature computer accessory software communication network product,1
acquire business main asset mobile authentication signing solution brand tectia mobileid provide authentication web mail ssl vpn sharepoint tectia secure solution application resource,1
agreement include application maintenance support service,1
agreement include entire process manage mercator supply chain region company currently present,1
bank leasing arm nordea liising end year profit million euro,1
board establish remuneration committee follow member sari baldauf chairman tapio hintikka heikki westerlund addition board decide appoint nomination committee later stage,1
bond maturity year bank domestic bond program,1
building house product development test laboratory,1
business area net sale slightly,1
business development initiative north america head lynn shanahan,1
business organise february way production design service combine entity etteplan operation,1
business transfer effect january connection employee transfer elisa daxtum continue employee,1
center build kapuli district mantsala hanko mantsala porvoo road near new direct rail link lahti jarvenpaa,1
closing transaction place today,1
closing transaction schedule place january,1
combine capital fund expect eur,1
combined company pro forma net sale mln euro mln operate profit mln euro mln,1
committee propose following remuneration monthly remuneration eur chairman eur deputy chairman eur board member,1
company eur asset count large shareholder finnish insurer ilmarinen varma finnish state pension fund ver,1
company equip sculptural complex rabochy kolkhoznitsa worker collective farmer moscow snow melting system,1
company distribute dividend,1
company expect net sale eur,1
company net sale eur million today approximately employee finland estonia poland,1
company net sale eur pre tax profit eur,1
company employee annual sale approximately eur,1
company annual turnover eur,1
company involve sale financial product include insurance mortgage car personal loan financial brokerage equipment finance leasing,1
company operate principal division consumer packaging office paper speciality paper market pulp energy,1
company report net sale mln euro mln operate margin pct,1
company set service include digital printing printing preparation offset printing treatment service send service,1
company transportation business conduct florida rock tank line southeastern transportation company concentrate hauling motor carrier liquid dry bulk commodity,1
company share hold company sell meadville holding limit hong kong list parent company meadville group,1
company operation sell newly establish company gmbh present management plastic business owner,1
composite body coat hard coating layer produce thermal spraying coating grind,1
connectivity unit invoice customer number annual transaction stand nearly million,1
contract worth eur million,1
contract value eur million,1
credit cover approximately ship price,1
customer local company etera mutual pension insurance principal tenant unit medium company alma media corp hel aln,1
customer forward site unknown log number,1
deal include rental equipment relate merchandise rental contract depot employee company,1
decision reflect underutilisation line produce nonwoven use medical wipe application automotive industry,1
decision group agree import estonian meat meat product finland paper add,1
device launch chinese market late company,1
diameter protocol develop accord standard ietf rfc ietf rfc,1
divested activity net sale eur million operate profit eur million,1
divested company tietoenator business area government manufacturing retail,1
division include joint sale marketing controlling function unit,1
reng group post sale approximately million kroon,1
ebrd use fund provide million loan portion million euro syndicate finnish commercial bank nordea bank finland plc pohjola bank plc,1
ebrd use fund provide mln loan portion mln euro syndicate finnish commercial bank nordea bank finland plc mln euro pohjola bank plc mln euros,1
energy sector account approximately steel industry transportation volume,1
enterprise value maritim food determine approximately eur,1
equipment ixono acquire deal include mechanical engineering hardware antenna measurement laboratory facility measurement audio camera display device robot unit testing mobile device,1
equipment vaahto plant hollola finland delivery schedule quarter,1
estimate annual value frame agreement eur,1
estimate value deal usd million,1
eur contract include design construction work,1
executive country brazil chile argentina mexico lead adoption business ethernet service segment brazil mexico early adopter carrier ethernet mobile backhaul,1
expand company continue newpage,1
expand plant schedule operational middle october,1
expansion finalize autumn,1
facility lettable area plot plant locate ratasmaki business park purchase city forssa,1
figure include food export finland,1
figure include change fair value property portfolio eur million,1
filter tip cover volume range include new size volume capacity,1
final outcome right offering report october,1
firm build component mobile phone communication product,1
group post net sale mln euro mln operate profit euro mln,1
group net sale eur,1
group turnover eur million operating profit eur million,1
liquid handling segment offer laboratory equipment accessory include mechanical electronic pipette disposable tip use research institution university hospital pharmaceutical food industry biohit brand,1
manufacture cpp undertake exist export orient unit eou wartsila factory khopoli near mumbai,1
market expect heineken sell hartwall,1
significant capital expenditure item global enterprise resource planning erp project product development production machine,1
carry transfer hkscan production relate property plant equipment holding subsidiary associate company country hkscan finland,1
net sale healthcare trade business eur million eur million operating profit eur million eur million,1
net sale power plant business eur million,1
non recur cost cause talentum premedia business area restructuring mln euro mln include company financial result second quarter,1
ongoing project tekla structure use vashi exhibition centre develop insteel engineer pvt ltd iivrcl infrastructure project ltd cidco,1
operation sell include manufacture unit finland france poland turkey sale unit germany lithuania,1
order cover design service hardware software licence maintenance service year,1
order consist outsource application management support planning tecnotree party application,1
order include ship crane deliver container feeder build wenchong shipyard china,1
order value eur consist design service hardware software licence,1
order include high power drive control seismic compressor,1
order machine room kone monospace elevator instal,1
oulu plant employ approximately people,1
percentage share voting right calculate proportion total number share register trade register total number voting right relate,1
share subscription price share subscribe option right eur,1
polish business employ people net sale eur,1
portfolio comprise leasable space vacancy rate roughly let tenant large swedish government ericsson,1
proposal shareholder elect hannu krogerus board base long unrivalled experience knowledge matter relate elcoteq,1
remainder revenue come technology agreement firm interdigital,1
remain fund debt danish bank,1
reorganisation carry transfer hkscan corporation production relate property plant equipment finland holding subsidiary associate hkscan finland hold company wholly hkscan corporation,1
report contain category level company brand share distribution share information,1
segment company operate frozen food business seafood vegetable oil business grain trading business operation,1
selling consortium include fund manage oko bank venture capital unit bio fund management finnish industry investment government investment group,1
solution instal usa support north american operation customer,1
stockmann department store total floor space square metre stockmann investment project price tag eur million,1
study expect start,1
tank deliver company currently build chemical tank farm antwerp northern belgium,1
term transaction remain undisclosed,1
total capacity factory approximately engine year,1
total floor area plant expansion square metre,1
total investment expect eur,1
total investment project approximately eur,1
total value contract eur million,1
total value contract eur million,1
transaction plan finance eur market base loan grant standard chartered bank hong kong,1
transaction value cad million approximately eur million,1
unit client mainly field specialist convenience good textile shoe furniture business,1
value contract eur,1
value contract eur poyry headquarter vantaa finland provide consulting engineering service energy forestry infrastructure environment sector,1
value contract eur,1
value contract total usd,1
value contract eur,1
value deal disclose,1
value deal disclose,1
value multi year agreement eur year,1
value year contract estimate eur,1
value kind order usually euro million,1
web marela application handle invitation quote quote comparison agreement purchase invoice inspection inventory management delivery,1
work include laying natural stone pavement installation underground heating surface water drainage system,1
previous share subscription stock option,1
new unit build cargotec state art manufacturing facility san antonio texas usa start operation,1
time,1
wood lacquer clock come stripy hand crochet cover,1
slide new product release fiskar,1
total value contract eur,1
tulikivi manufacture heat retain soapstone ceramic fireplace natural stone product utility ceramic,1
tyrv ñinen opinion airline repeat time,1
agreement larox transfer employee engineering documentation relate delivery project product maintenance finland etteplan january,1
transaction agreement metsaliitto purchase metsa botnia share upm real,1
unit price straddle carrier vary eur eur company add,1
upm kymmene indicate interest domestic consolidation,1
valmet automotive report net sale eur operating profit eur,1
veidekke headquarter oslo norway scandinavian construction property development group employee norway sweden denmark annual turnover nok,1
subscribe magazine,1
vianor sell tire car truck range car provide maintenance service,1
new arrangement customer responsibility mainly regional,1
acquisition wireless modem unit approximately employee transfer renesas electronic corporation,1
quarter fiscal efore swing net loss eur versus net profit eur corresponding period fiscal,0
konecranes oyj kcr fall percent euro big fall june,0
operate loss total eur compare profit eur corresponding period,0
production level agree producer long time ago fall consumption lead loss,0
return investment roi compare half,0
total passenger ship journey place northern baltic sea slightly,0
finnish medium group talentum issue profit warning,0
finnish shipping company finnline pretax loss total eur quarter compare profit eur quarter,0
finland city forssa pay compensation food industry company ruokatalo atria lye leak tap water occur march,0
acando acanb fall percent kronor low close dec,0
accord ceo matti perkonoja parent company hkscan company performance quarter remain clearly level corresponding period,0
dilute earning share eps stand eur versus eur,0
finnish automation solution developer cencorp corporation omx helsinki cnc issue thursday september profit warning quarter,0
finnish communication electronic component supplier scanfil oyj tuesday sale half low period year ago,0
finnish technology company raute corporation omx helsinki rutav issue tuesday september profit warning financial year,0
company operating loss total eur compare profit eur,0
year million passenger fly airline percent,0
loss financial item total eur compare profit eur corresponding period,0
loss period total eur compare profit eur,0
operate loss eur half compare profit eur half,0
operate loss pulp paper machinery unit eur september august compare profit eur year early,0
operate loss total eur compare profit eur corresponding period,0
operate loss total eur compare profit eur,0
operate loss total eur compare profit eur half,0
operate loss total eur compare profit eur second quarter,0
operate loss total eur compare loss eur corresponding period,0
pretax loss total eur compare loss eur corresponding period,0
pretax loss total eur compare profit eur,0
pretax loss total eur compare loss eur corresponding period,0
publish sweden operating loss eur compare profit eur year ago,0
company report today operating loss eur net sale eur quarter,0
cerberus capital management print paper maker newpage corp post mixed second quarter result cast cloud plan initial public offering,0
finnish electronic manufacturing services ems company elcoteq post net loss mln euro mln half compare net profit mln euro mln period,0
finnish laboratory liquid handling diagnostic test systems developer biohit oyj omx helsinki biobv issue tuesday june profit warning financial year,0
finnish retail software developer aldata solution oyj report net loss mln euro mln versus net profit mln euro mln,0
finnish textile clothing group marimekko oyj post net profit mln euro mln compare mln euro mln,0
january june dilute loss share stand eur versus eur half,0
october upm report quarter net loss euro million million compare net profit euro million,0
operate loss eur compare profit eur second quarter,0
operate loss non recur item eur compare profit eur,0
operate profit margin compare year early,0
operating profit eur compare eur,0
operating result loss eur year profit eur,0
salcomp oyj finnish maker mobile phone charger monday post eur million loss second quarter compare million profit period previous year,0
scanfil issue profit warning,0
scanfil issue profit warning april,0
operating loss eur compare profit eur year early,0
real estate company post net loss million share compare net profit million share corresponding quarter,0
tietoenator pct extend recent low week second quarter report dealer,0
operate profit exclude restructuring cost grow eur million eur million operate profit include restructuring cost large growth eur million eur million,2
china base operation enable fully leverage resource expertise wireless solution strengthen capability offer industry lead product customer china,2
cost cutting measure produce eur saving past month dampen airline loss finnair,2
consolidated operating profit exclude item eur eur year early,2
ebit exclude non recur item estimate increase,2
operate profit exclude non recur item increase eur eur corresponding period,2
cash flow business operation total eur compare negative eur half,2
cash flow operation total eur compare negative eur corresponding period,2
cash flow operation total eur compare negative eur second quarter,2
ebit exclude non recur item total eur eur,2
finnish energy company fortum oyj november grant environmental permit build biofuel fire combine heat power chp plant vartan harbor eastern stockholm,2
nokia pct eur kick morning negative territory,2
return investment compare negative,2
method cut working cost fasten planning building process,2
copy republication redistribution afx news content include framing similar mean expressly prohibit prior write consent afx news,1
company report profit euro mln sale varesvuo partner sub group loss euro cause sale program production subsidiary filmiteollisuus fine,1
extract filtrate high clarity dry filter cake meet require transport moisture limit tmls ore grade,1
split number share number share,1
establish srv group private finnish construction concern operation finland baltic country russia,1
initial estimate total value contract euro exclude vat,1
nokia capcom announce resident evil degeneration release gage later year,1
olli pekka laine appoint chairman erkki pehu lehtonen vice chairman board,1
risk exposure non life insurance month expense function non life insurance exclude expense investment management expense service render non life insurance investment portfolio allocation,1
issue come connection discussion local municipality concern sale water industrial facility,1
purchase price pay cash closure transaction schedule april,1
term condition stock option scheme available company internet page www sanoma com,1
tieto service use send process receive material relate absentee voting,1
trading code eli number share price share gratuitous transfer elisa hold total share,1
total stock option issue stock option scheme,1
finnish publishing printing group ilkka yhtym introduce staff smoking ban beginning company newspaper,1
finnish stockmann group mail order unit hobby hall launch trial marketing campaign russia,1
alpina sports lebanon new hampshire usa base distributor alpina ski shoe ski exel ski pole start ski wax peltonen cross country ski,1
scandinavian company present petersburg swedish concern ncc implement project field asphalt production road housing construction project swedish krona,1
international conference audio webcast concern financial result january march begin eet,1
atria offer swedish company continue ownership control slaughtering cut operation,1
aug curb deliver newstex late rack cover shopping retail sidewalk,1
bertrand sciard vice chairman board director aldata solution april,1
bovine slaughtering cut kuopio facility transfer kauhajoki slaughterhouse,1
huhtamaki rigid plastic consumer good operation mainly europe separate new reporting segment january,1
kesko previously publish stock exchange release concern deal february,1
people face pension agreement,1
kari stadigh carry chairman board matti arteva vice chairman,1
neste oil refinery combine crude oil refining capacity approximately barrel day,1
new chairman board director chaim katzman presentation answer question,1
panostaja oyj board decide organisational meeting hold completion agm implement agm decision concern board member fee pay share way share transfer quarterly basis date follow publication quarterly annual report,1
rapala fishing frenzy,1
resident access block plan aleksandri street,1
sanoma announce stock option scheme december,1
short term license game cost little purchase game outright cost,1
adjustment concern staff specialty paper fiber composite segment,1
appointment force new ceo appoint,1
authorisation force end annual general meeting repeal authorisation acquire share general meeting hold april,1
business gross write premium eur net combine ratio staff total office germany benelux,1
chill meat product category lead meat fish poultry market finland account share,1
company continuous need alloy nickel ferro chrome molybdenum manganese production talvivaara,1
contract include cut edge wagon ruukki steel service centre seinajoki raahe southwestern finland deliver welding assembly,1
copy republication redistribution afx news content inculde framing similar mean expressly prohibit prior write consent afx news,1
cosmetic collection include eye shadow face powder lip gloss mascara accessory,1
smartphone available handset india nokia india vice president manage director shivakumar tell reporter,1
exercise originate finland early training method cross country skier,1
phase logistic complex envisage completion logistic premise gatehouse building november,1
gross area house,1
gross area innova project,1
interim report quarter publish,1
mill raw material need increase wood,1
negotiation concern personnel cencorp corporation singulase finland sweden company,1
negotiation concern plant department produce wind rove employ people,1
new apartment block close city center explain chairman board yit ehitus priit sauk,1
redesign crush circuit operation start september overall production rate weekly basis excess average tonne day,1
scheme teliasonera altimo practically identical involve merger stake vimpelcom kyivstar,1
share subscription period option commence september expire march,1
share subscription period expire september,1
subscription period amer sport warrant scheme end december,1
term condition stock option scheme available group website,1
transaction include transfer lease agreement concern manufacturing premise employment agreement relate operation,1
utility provide service relate electricity management hedge trade risk management report,1
try deal slavery different perspective balance story deramus writer detroit free press detroit news,1
big challenge piece look raw hansen,1
license agreement nokia corp expire april,1
agreement expire early month,1
split company serie share series share,1
boomeranger boat specialise boat building design manufacture sell customise rigid inflatable boat rib primarily baltic sea market,1
currently quarterly apply surcharge differ significantly actual market price,1
filmiteollisuus fine transfer talentum oyj form subsidiary,1
helsinki afx salcomp mobile phone charger manufacturer appoint markku hangasjarvi new ceo follow resignation mats eriksson,1
ruokatalo produce turkey product cold cut,1
broker rating stock differ,1
mursula try gather macro economic perspective malaysia,1
niklas skogster employ abb group position concern development operation,1
beer differ slightly mainstream beer,1
company operate division lisle ill,1
deal cover stockmann auto sale sale service concern volkswagen audi helsinki espoo vantaa,1
equipment designate bollore africa logistics terminal societe exploitation terminal vridi setv abidjan ivory coast delivery schedule start march,1
floor area yliopistonrinne project building gross area total total facility let,1
floor area yliopistonrinne project building gross area total total facility let,1
measure result statutory joint negotiation employee start february concern operation country,1
product range include marinate olive cold cut pate example,1
term condition year stock option scheme publish stock exchange release march,1
action follow personnel negotiation concern elcoteq finnish branch elcoteq finland elcoteq design center,1
unbelievably company fiskar corporation form dutch merchant peter thorwoste charter establish blast furnace forge operation small finnish village fiskar,1
uncertainty cloud long term outlook,0
october finnish environmental management company lassila tikanoja oyj hel lat monday expect operating profit exclude non recur item slightly low,0
accord finnish petrol station chain manage director kim wiio company force purchase rise price half consumer price daily competition,0
finnair cancellation flight cause daily loss million million,0
food sale total eur october represent decrease october,0
raute report loss share eur half eps eur corresponding period,0
trigger weak demand forestry equipment uncertain market situation,0
situation coated magazine printing paper continue weak,0
copper lead nickel drop hbos hbo plummet penny year,0
strike finnair estimate incur net loss eur eur day,0
earning share eps drop eur eur,0
finnair passenger load factor measure number sell seat share available seat drop percentage point september,0
frost sell share million share compare friday high low,0
glaston net profit quarter drop mln euro mln mln euro mln corresponding period,0
net profit drop eur million eur million,0
lassila tikanoja operating profit exclude non recur impute item second quarter eur eur year ago,0
net cash flow operating activity negative eur compare eur corresponding period,0
net cash operating activity negative eur compare eur,0
net sale drop year year eur million,0
net sale eat weak dollar,0
nordic bank write sizable loan latvia swedbank nordea dnb seb report combined loss excess billion period backdrop near economic meltdown latvia,0
okmetic expect net sale half,0
operate profit exclude non recur item total eur eur corresponding period,0
operate profit exclude non recur item total eur eur,0
operate profit exclude non recur item total eur eur corresponding period,0
operate profit exclude non recur item eur eur year year,0
operate profit exclude non recur item eur million compare eur million,0
relation city far damage comment ashley criticise city investor analyst cry baby,0
report operating margin negative,0
swedbank share hard hit swedish bank ongoing international financial crisis,0
currency effect pct mln euro mln negative impact revenue,0
period sale drop eur million eur million accord interim report release today,0
company result remain weak,0
vaisala net profit quarter drop mln euro mln mln euro mln period,0
implementation program negative impact earning meiklejohn,0
survey conduct taloustutkimus sampo life company badly prepared lose key staff member,0
agricultural newspaper maaseudun tulevaisuus reader represent decrease,0
cet arcelormittal lose eur euronext paris come lead blue chip faller,0
cash flow operation january december negative eur compare eur corresponding period,0
eps drop eur eur,0
kone share drop percent helsinki,0
commission early fine thyssenkrupp united technologies corp otis schindler kone oyj total mln eur alleged cartel activity lift market year,0
period sale drop eur eur accord interim report release today,0
yit lodge counter claim neste oil total eur primarily base work carry contract additional cost incur prolongation project,0
stable outlook reflect nokia strong market position global mobile handset market strong cash flow generation conservative balance sheet raab,2
financing arrangement enable company ensure line treasury policy sufficient financial instrument disposal potential capital requirement,2
efficiency improvement measure january finnish stationery gift retailer tiimari hel tii today continue improve operational efficiency focus profitable core operation,2
efore result quarter fast improvement company manage source component,2
technical indicator stock bullish nok positive star buy rank,2
restructuring create efficient organization increase operational focus stable profitability lead efficient production annvik head specialty stainless,2
delighted morna cowie owner double size current shop lovely feel,2
long unprofitable period food division post profitable result speak healthy cost structure new approach business operation rihko,2
earning share high year ahead market consensus eur,2
september finnish waste management recycle company lassila tikanoja expand operation russia introduce recently complete recycling plant city dubna near moscow,2
method system control hard disk drive use multimediacard physical interface invent marko ahvenainen ruutana finland,1
odd square metre plot stockmann buy nevsky center shopping center locate nevsky prospect petersburg high street vosstaniya square underground station immediate vicinity moscow station,1
typically transmission power level decrease interference noise predefine value,1
sukhraj dulai block boni sue court cul sac city north start vehicle inside house tuesday leave garage door open,1
typical end use include roof structure flooring wall ceiling non visible structure vehicle packaging box construction site structure fencing shelter formwork limited number concrete pouring,1
tallink silja attribute significant drop problem booking system operation october sale trailer ferry sky wind route stockholm riga win passenger helsinki stockholm route,0
adjustment fall price level contrast effective,0
march goldman sach estimate negative prospect norwegian mobile operation norway telenor asa osl tel sweden teliasonera sto tlsn short term,0
base quarter result existing order backlog new order prospect company expect year sale contract gross margin stay healthy level operating profit margin low low sale volume,0
key shareholder finnish service provider tietoenator oyj friday reject hostile eur billion billion offer buyout shop nordic capital new life possible counter offer blackstone group norwegian telecom telenor asa,2
answer question visitor conversation big team problem set social medium channel,1
biotie north american licensing partner somaxon pharmaceutical start phase iii clinical study patient suffer pathological gambling pilot phase study nicotine addiction smoking cessation,1
hour news try icis news www icis com click trial icis news,1
wear black beanie type cap black jacket,1
product low salt fat content,1
finnair believe strike cause daily net loss excess eur cancel reservation passenger route,0
helsinki thomson financial share close little change cargotec huhtamaki drop sharply disappointing second quarter report,0
airline estimate cancellation flight closure european airspace process recommence traffic cause company loss eur include cost strand passenger accommodation,0
ruukki group calculate lose eur fail project,0
samsung currently occupy place lose ground quarter drop share overall,0
baltimore police fire pension billion lose million madoff ponzi scheme,0
small firm suffer moment likely money trouble add,0
dealer share largely hit investor disappointment refining margin usd barrel quarter performance shipping unit ebit drop mln eur mln eur year amid fall volume tanker rate,0
matter difficult company grapple high oil gas price push cost energy raw material transportation,0
headboxe equip modern consistency control system ensure cross machine profile plasterboard,1
result burden increase fix cost associate operation china restructure cost japan,0
transaction real sappi sign long term agreement supply pulp bctmp small service supply,2
early today geberit finnish rival uponor oyj cut year sale growth forecast pct pct blame tough condition germany currency factor,0
operate loss total eur profit eur,0
group operating loss eur profit eur,0
finnish national carrier net loss april june euro million net profit euro million year early,0
generate operating loss eur profit eur,0
consolidated unaudited result amanda capital ifrs reporting standard,1
unaudited consolidated result aspocomp group ifrs reporting standard,1
elcoteq europe large contract electronic maker set unit bangalore association avista advisory mumbai,1
previously order set start produce electricity end october,1
net sale period expect fall year result non recur item expect red,0
finland bank àland report operating profit fall eur second quarter eur second quarter,0
budapest august mti finnish electronics maker elcoteq lay worker plant pecs hungary end september fall order communication director elcoteq local unit zoltan krippl tell mti monday,0
earning share decrease eur eur,0
finnair tallinn base subsidiary aero carry passenger decline route helsinki baltic capital southern finland,0
adpnews aug finnish medium group ilkka yhtyma oyj hel ilk today net profit fall year eur million usd half,0
operate profit low outlook publish early,0
operate profit continue operation fall eur eur half,0
revenue quarter total billion percent billion fourth quarter,0
sampo bank market share lending quarter,0
sanoma news advertising sale decrease year,0
finnish bank àland report operating profit fall eur quarter eur quarter,0
finnish bank àland report operate profit eur quarter eur corresponding period,0
finnish electronics contract manufacturer scanfil report net sale eur eur,0
finnish electronics contract manufacturer scanfil report net sale eur second quarter eur year early,0
finnish exel composite technology company design manufacture market composite profile tube industrial application report net sale decrease second quarter eur eur corresponding period,0
finnish geosentric net sale decrease eur january march,0
finnish kemira net sale eur decrease eur january june eur january june,0
finnish plumbing heating system supplier uponor net sale continue operation decrease eur eur,0
finnish plumbing heating system supplier uponor net sale continue business operation decrease eur july september compare eur quarter,0
finnish scanfil contract manufacturer system supplier communication industrial electronic report net sale eur half eur year early,0
finnish scanfil system supplier contract manufacturer communication sector electronic industry report net sale total eur half eur half,0
finnish shipping company finnline grimaldi group report net sale decrease eur january june eur corresponding period,0
cargo traffic fall year year tonne september,0
cash flow investment eur eur,0
coca cola market leader manufacturer market share corresponding period,0
comparable operating profit decrease eur eur corresponding period,0
consolidated operating profit continue operation decrease eur eur,0
consolidated pretax profit decrease eur eur,0
device volume area decrease unit,0
dilute earning share eps decline eur eur,0
eur august finnish medium group ilkka yhtyma oyj hel ilk today net profit fall year eur half,0
earning share eps eur eur,0
earning share decrease eur eur,0
earning share half eur eur year ago,0
finnair total traffic decrease term revenue passenger kilometre,0
finnish business software group affectogenimap oyj net profit halve mln euro mln month mln euro mln period,0
finnish financial software solution developer basware oyj net profit fall euro mln quarter mln euro mln year early,0
finnish glass technology company glaston oyj abp net profit decrease mln euro mln month mln euro mln period,0
finnish management software solution provider ixono oyj net profit decrease euro quarter euro mln period,0
finnish medium company talentum oyj net profit decrease mln euro mln quarter mln euro mln period,0
finnish metal product company componenta oyj net profit slightly mln euro mln half mln euro mln period,0
separate announcement helsinki stock exchange atria reveal company quarter profit decline eur quarter year eur year,0
fourth quarter net sale decrease eur eur fourth quarter,0
insurer axa par slide eur citigroup ing slash target stock,0
adp news feb finnish wood product technology supplier raute oyj hel rutav today net profit decrease eur million usd eur million,0
adp news feb finnish construction company lemminkainen oyj hel lem today net profit decrease eur million usd eur million,0
adp news feb finnish broadband datum communication system solution company teleste oyj hel tlt today net profit decrease eur million usd eur million,0
adp news jan finnish mobile phone maker nokia oyj omx nok today operating profit decrease eur billion usd eur billion,0
adpnews finnish cutlery hand tool maker fiskar oyj abp hel fisas today net profit decline eur million usd quarter eur million correspond,0
market share decrease route helsinki finland tallinn estonia percentage point,0
net profit fall half million million end,0
net profit month march fall million million million year early finnish company,0
net sale decrease eur eur corresponding period,0
net sale decrease eur eur corresponding period,0
net sale fall quarter eur,0
net sale fall previous accounting period,0
net sale kyro main business area glaston technology manufacturer glass processing machine decrease eur eur january september,0
operating profit fall eur second quarter eur second quarter,0
operating profit fall eur eur,0
operating profit fall eur eur,0
operating profit fall eur eur,0
operating profit fall eur eur quarter,0
orion net profit quarter decrease mln euro mln mln euro mln year early,0
pretax profit decrease eur eur,0
pretax profit decrease eur eur fourth quarter,0
pretax profit total eur eur,0
price delivery volume broadband product decrease significantly,0
profit period total eur eur corresponding period,0
profit period total eur eur quarter,0
revenue quarter fall percent euro billion compare year early,0
srv lower net sale estimate uncertainty housing sale,0
stora enso oyj second quarter result fall half compare period,0
subscription sale decrease slightly,0
company confirm estimate low revenue year ago eur interim report august,0
department store division sale fall eur,0
fair value company investment property eur billion end eur billion year early,0
fair value company investment property eur end september eur year early,0
group order portfolio decrease eur eur,0
net sale decrease eur million eur million,0
sale tiimari segment fall year year eur june,0
finnish electronics contract manufacturer scanfil net sale eur quarter eur year,0
alma medium operating profit eur eur year early,0
commission income decrease eur compare eur quarter,0
commission income fall eur eur corresponding period,0
export decline percent million liter,0
export good fall import,0
finnish developer manufacturer mobile phone charger salcomp plc omx helsinki sal wednesday november lower year net sale estimate,0
finnish investment group norvestia oyj net profit fall mln euro mln mln euro mln,0
group ebit half eur fall short eur post period,0
company net profit quarter eur million eur million corresponding period,0
company net profit quarter eur eur corresponding period,0
net sale decline eur million eur billion,0
food trade sale eur decline,0
january november group sale total eur drop period,0
july september konecrane sale decrease eur eur july september,0
sale volume coca cola market share decrease,0
september market decline percent year year million liter,0
baltic country sale fall russia term euro term local currency,0
baltic country sale fall,0
nokia share hit euro friday percent start year slow introduction touch screen model,0
operating profit decrease eur eur,0
operating profit decrease nearly eur,0
operating profit fall eur eur second quarter,0
operate profit fourth quarter fall eur eur year early,0
operate profit total eur eur corresponding period,0
operate profit total eur eur corresponding period,0
operate profit total eur eur,0
operate profit total eur eur quarter,0
operate profit total eur eur year early,0
operate profit total eur eur half,0
operate profit total eur eur year,0
operating profit eur eur,0
profit period eur eur,0
revenue slightly million million compare million year early,0
sale seppala diminish cent,0
talentum net sale september small expect,0
company profit total year year,0
company sale month end march slide eur eur year,0
operate margin come,0
operate margin aker yard cruise ferries division quarter,0
total capital fund manage bank decrease eur end september,0
upm stock fall percent euro early afternoon trading helsinki,0
yit baltic sale quarter total million euro represent drop percent year year,0
extremely delighted project continuation cooperation vike line,2
demand fireplace product low expect especially germany,0
order receive period review fall quarter quarter eur million record second quarter,0
announcement push freenet share eur frankfurt trade eur investor hope united internet drillisch pursue takeover breakup freenet,0
danske bank danske jump percent kroner rebound yesterday percent slide,2
accord company addition normal seasonal fluctuation market situation weaken autumn,0
